;on_wind;grid;PEM input;Compressor;hydrogen_storage;Curtailment
452;13.96;-0.0;-12.65;-1.32;-0.67;-0.0
453;13.31;-0.0;-12.05;-1.25;-0.33;-0.0
454;12.35;-0.0;-11.19;-1.16;0.18;-0.0
455;11.58;-0.0;-10.49;-1.09;0.58;-0.0
456;10.68;-0.0;-9.68;-1.01;1.05;-0.0
457;9.49;-0.0;-8.6;-0.89;1.68;-0.0
458;9.79;-0.0;-8.87;-0.92;1.52;-0.0
459;9.25;-0.0;-8.38;-0.87;1.81;-0.0
460;8.77;-0.0;-7.95;-0.83;2.06;-0.0
461;8.36;-0.0;-7.57;-0.79;5.61;-0.0
462;8.65;-0.0;-7.84;-0.82;5.45;-0.0
463;9.19;-0.0;-8.32;-0.87;5.17;-0.0
464;7.46;-0.0;-6.76;-0.7;6.08;-0.0
465;6.21;-0.0;-5.62;-0.58;6.74;-0.0
466;5.13;0.54;-5.14;-0.53;7.02;-0.0
467;4.06;1.62;-5.14;-0.53;7.02;-0.0
468;2.45;3.23;-5.14;-0.53;7.02;-0.0
469;1.07;4.6;-5.14;-0.53;7.02;-0.0
470;0.42;5.26;-5.14;-0.53;7.02;-0.0
471;0.42;5.26;-5.14;-0.53;7.02;-0.0
472;0.72;4.96;-5.14;-0.53;7.02;-0.0
473;1.49;4.18;-5.14;-0.53;7.02;-0.0
474;2.8;2.87;-5.14;-0.53;7.02;-0.0
475;4.24;1.44;-5.14;-0.53;3.68;-0.0
476;5.31;0.36;-5.14;-0.53;3.68;-0.0
477;6.09;-0.0;-5.51;-0.57;3.47;-0.0
478;6.86;-0.0;-6.22;-0.65;3.06;-0.0
479;7.04;-0.0;-6.38;-0.66;2.97;-0.0
480;6.56;-0.0;-5.95;-0.62;3.22;-0.0
481;5.73;-0.0;-5.19;-0.54;3.66;-0.0
482;5.01;0.66;-5.14;-0.53;3.68;-0.0
483;4.48;1.2;-5.14;-0.53;3.68;-0.0
484;4.24;1.44;-5.14;-0.53;3.68;-0.0
485;4.18;1.5;-5.14;-0.53;7.02;-0.0
486;4.24;1.44;-5.14;-0.53;7.02;-0.0
487;4.06;1.62;-5.14;-0.53;7.02;-0.0
488;3.04;2.63;-5.14;-0.53;7.02;-0.0
489;3.82;1.86;-5.14;-0.53;7.02;-0.0
490;6.86;-0.0;-6.22;-0.65;6.39;-0.0
491;9.55;-0.0;-8.65;-0.9;4.98;-0.0
492;10.98;-0.0;-9.95;-1.03;4.23;-0.0
493;10.03;-0.0;-9.08;-0.94;4.73;-0.0
494;12.17;-0.0;-11.03;-1.15;3.6;-0.0
495;17.07;-0.0;-15.46;-1.61;1.03;-0.0
496;20.47;-0.0;-18.54;-1.93;-0.76;-0.0
497;20.83;-0.0;-18.87;-1.96;-0.94;-0.0
498;21.84;-0.0;-19.79;-2.06;-1.48;-0.0
499;-0.0;-0.0;0.0;0.0;6.67;-21.01
500;-0.0;-0.0;0.0;0.0;6.67;-23.45
501;-0.0;-0.0;0.0;0.0;6.67;-25.36
502;-0.0;-0.0;0.0;0.0;6.67;-26.08
503;-0.0;-0.0;0.0;0.0;6.67;-28.29
504;25.54;-0.0;-23.14;-2.41;-6.75;-3.34
505;25.54;-0.0;-23.14;-2.41;-6.75;-0.12
506;22.74;-0.0;-20.6;-2.14;-5.28;-0.0
507;21.72;-0.0;-19.68;-2.05;-4.75;-0.0
508;20.47;-0.0;-18.54;-1.93;-4.09;-0.0
509;18.56;-0.0;-16.81;-1.75;0.25;-0.0
510;22.08;-0.0;-20.0;-2.08;-1.6;-0.0
511;21.72;-0.0;-19.68;-2.05;-1.41;-0.0
512;17.25;-0.0;-15.62;-1.62;0.94;-0.0
513;12.53;-0.0;-11.35;-1.18;3.41;-0.0
514;12.0;-0.0;-10.87;-1.13;3.7;-0.0
515;12.41;-0.0;-11.24;-1.17;3.48;-0.0
516;11.88;-0.0;-10.76;-1.12;3.76;-0.0
517;9.37;-0.0;-8.49;-0.88;5.08;-0.0
518;8.47;-0.0;-7.68;-0.8;5.55;-0.0
519;10.68;-0.0;-9.68;-1.01;4.39;-0.0
520;11.46;-0.0;-10.38;-1.08;3.98;-0.0
521;11.82;-0.0;-10.7;-1.11;3.79;-0.0
522;11.46;-0.0;-10.38;-1.08;3.98;-0.0
523;10.56;-0.0;-9.57;-0.99;1.12;-0.0
524;9.79;-0.0;-8.87;-0.92;1.52;-0.0
525;9.85;-0.0;-8.92;-0.93;1.49;-0.0
526;10.21;-0.0;-9.24;-0.96;1.3;-0.0
527;10.74;-0.0;-9.73;-1.01;1.02;-0.0
528;10.5;-0.0;-9.51;-0.99;1.15;-0.0
529;8.18;-0.0;-7.41;-0.77;2.37;-0.0
530;5.43;0.25;-5.14;-0.53;3.68;-0.0
531;3.88;1.8;-5.14;-0.53;3.68;-0.0
532;3.94;1.74;-5.14;-0.53;3.68;-0.0
533;4.42;1.26;-5.14;-0.53;7.02;-0.0
534;5.13;0.54;-5.14;-0.53;7.02;-0.0
535;5.73;-0.0;-5.19;-0.54;6.99;-0.0
536;4.42;1.26;-5.14;-0.53;7.02;-0.0
537;3.28;2.39;-5.14;-0.53;7.02;-0.0
538;3.64;2.04;-5.14;-0.53;7.02;-0.0
539;3.52;2.16;-5.14;-0.53;7.02;-0.0
540;3.4;2.27;-5.14;-0.53;7.02;-0.0
541;3.58;2.1;-5.14;-0.53;7.02;-0.0
542;4.54;1.14;-5.14;-0.53;7.02;-0.0
543;7.04;-0.0;-6.38;-0.66;6.3;-0.0
544;9.67;-0.0;-8.76;-0.91;4.92;-0.0
545;11.46;-0.0;-10.38;-1.08;3.98;-0.0
546;12.23;-0.0;-11.08;-1.15;3.57;-0.0
547;11.82;-0.0;-10.7;-1.11;0.46;-0.0
548;10.68;-0.0;-9.68;-1.01;1.05;-0.0
549;9.13;-0.0;-8.27;-0.86;1.87;-0.0
550;8.06;-0.0;-7.3;-0.76;2.43;-0.0
551;7.58;-0.0;-6.87;-0.71;2.68;-0.0
552;7.46;-0.0;-6.76;-0.7;2.75;-0.0
553;7.46;-0.0;-6.76;-0.7;2.75;-0.0
554;6.86;-0.0;-6.22;-0.65;3.06;-0.0
555;5.61;0.07;-5.14;-0.53;3.68;-0.0
556;4.89;0.78;-5.14;-0.53;3.68;-0.0
557;4.54;1.14;-5.14;-0.53;7.02;-0.0
558;4.89;0.78;-5.14;-0.53;7.02;-0.0
559;5.49;0.19;-5.14;-0.53;7.02;-0.0
560;4.89;0.78;-5.14;-0.53;7.02;-0.0
561;6.21;-0.0;-5.62;-0.58;6.74;-0.0
562;7.4;-0.0;-6.7;-0.7;6.11;-0.0
563;5.25;0.42;-5.14;-0.53;7.02;-0.0
564;3.7;1.98;-5.14;-0.53;7.02;-0.0
565;3.34;2.33;-5.14;-0.53;7.02;-0.0
566;3.7;1.98;-5.14;-0.53;7.02;-0.0
567;5.55;0.13;-5.14;-0.53;7.02;-0.0
568;7.82;-0.0;-7.08;-0.74;5.89;-0.0
569;9.13;-0.0;-8.27;-0.86;5.2;-0.0
570;8.71;-0.0;-7.89;-0.82;5.42;-0.0
571;7.22;-0.0;-6.54;-0.68;2.87;-0.0
572;5.19;0.48;-5.14;-0.53;3.68;-0.0
573;3.52;2.16;-5.14;-0.53;3.68;-0.0
574;2.75;2.93;-5.14;-0.53;3.68;-0.0
575;2.75;2.93;-5.14;-0.53;3.68;-0.0
576;2.86;2.81;-5.14;-0.53;3.68;-0.0
577;2.69;2.99;-5.14;-0.53;3.68;-0.0
578;2.27;3.41;-5.14;-0.53;3.68;-0.0
579;2.09;3.59;-5.14;-0.53;3.68;-0.0
580;2.15;3.53;-5.14;-0.53;3.68;-0.0
581;2.39;3.29;-5.14;-0.53;7.02;-0.0
582;3.16;2.51;-5.14;-0.53;7.02;-0.0
583;4.0;1.68;-5.14;-0.53;7.02;-0.0
584;4.12;1.56;-5.14;-0.53;7.02;-0.0
585;4.3;1.38;-5.14;-0.53;7.02;-0.0
586;4.36;1.32;-5.14;-0.53;7.02;-0.0
587;4.54;1.14;-5.14;-0.53;7.02;-0.0
588;4.36;1.32;-5.14;-0.53;7.02;-0.0
589;3.94;1.74;-5.14;-0.53;7.02;-0.0
590;3.58;2.1;-5.14;-0.53;7.02;-0.0
591;4.12;1.56;-5.14;-0.53;7.02;-0.0
592;5.25;0.42;-5.14;-0.53;7.02;-0.0
593;5.91;-0.0;-5.35;-0.56;6.89;-0.0
594;5.37;0.31;-5.14;-0.53;7.02;-0.0
595;4.65;1.02;-5.14;-0.53;3.68;-0.0
596;4.36;1.32;-5.14;-0.53;3.68;-0.0
597;4.24;1.44;-5.14;-0.53;3.68;-0.0
598;4.71;0.96;-5.14;-0.53;3.68;-0.0
599;5.01;0.66;-5.14;-0.53;3.68;-0.0
600;4.18;1.5;-5.14;-0.53;3.68;-0.0
601;3.16;2.51;-5.14;-0.53;3.68;-0.0
602;2.51;3.17;-5.14;-0.53;3.68;-0.0
603;2.63;3.05;-5.14;-0.53;3.68;-0.0
604;3.04;2.63;-5.14;-0.53;3.68;-0.0
605;3.4;2.27;-5.14;-0.53;7.02;-0.0
606;3.52;2.16;-5.14;-0.53;7.02;-0.0
607;3.52;2.16;-5.14;-0.53;7.02;-0.0
608;3.46;2.21;-5.14;-0.53;7.02;-0.0
609;2.92;2.75;-5.14;-0.53;7.02;-0.0
610;2.33;3.35;-5.14;-0.53;7.02;-0.0
611;2.33;3.35;-5.14;-0.53;7.02;-0.0
612;3.04;2.63;-5.14;-0.53;7.02;-0.0
613;4.3;1.38;-5.14;-0.53;7.02;-0.0
614;5.49;0.19;-5.14;-0.53;7.02;-0.0
615;7.16;-0.0;-6.49;-0.67;6.24;-0.0
616;9.31;-0.0;-8.43;-0.88;5.11;-0.0
617;11.28;-0.0;-10.22;-1.06;4.07;-0.0
618;11.16;-0.0;-10.11;-1.05;4.14;-0.0
619;10.44;-0.0;-9.46;-0.98;1.18;-0.0
620;10.5;-0.0;-9.51;-0.99;1.15;-0.0
621;11.28;-0.0;-10.22;-1.06;0.74;-0.0
622;12.17;-0.0;-11.03;-1.15;0.27;-0.0
623;12.29;-0.0;-11.14;-1.16;0.21;-0.0
624;12.11;-0.0;-10.97;-1.14;0.3;-0.0
625;14.2;-0.0;-12.87;-1.34;-0.8;-0.0
626;17.31;-0.0;-15.68;-1.63;-2.43;-0.0
627;18.86;-0.0;-17.08;-1.78;-3.24;-0.0
628;20.11;-0.0;-18.22;-1.89;-3.9;-0.0
629;21.01;-0.0;-19.03;-1.98;-1.04;-0.0
630;21.19;-0.0;-19.19;-2.0;-1.13;-0.0
631;20.77;-0.0;-18.81;-1.96;-0.91;-0.0
632;18.62;-0.0;-16.87;-1.75;0.22;-0.0
633;15.58;-0.0;-14.11;-1.47;1.82;-0.0
634;16.35;-0.0;-14.81;-1.54;1.41;-0.0
635;17.67;-0.0;-16.0;-1.66;0.72;-0.0
636;17.01;-0.0;-15.41;-1.6;1.06;-0.0
637;15.34;-0.0;-13.89;-1.44;1.94;-0.0
638;15.76;-0.0;-14.27;-1.48;1.72;-0.0
639;18.56;-0.0;-16.81;-1.75;0.25;-0.0
640;19.4;-0.0;-17.57;-1.83;-0.19;-0.0
641;17.01;-0.0;-15.41;-1.6;1.06;-0.0
642;14.68;-0.0;-13.3;-1.38;2.29;-0.0
643;11.82;-0.0;-10.7;-1.11;0.46;-0.0
644;8.77;-0.0;-7.95;-0.83;2.06;-0.0
645;6.51;-0.0;-5.89;-0.61;3.25;-0.0
646;5.13;0.54;-5.14;-0.53;3.68;-0.0
647;4.18;1.5;-5.14;-0.53;3.68;-0.0
648;3.4;2.27;-5.14;-0.53;3.68;-0.0
649;2.45;3.23;-5.14;-0.53;3.68;-0.0
650;1.49;4.18;-5.14;-0.53;3.68;-0.0
651;0.9;4.78;-5.14;-0.53;3.68;-0.0
652;0.42;5.26;-5.14;-0.53;3.68;-0.0
653;0.12;5.56;-5.14;-0.53;7.02;-0.0
654;0.24;5.44;-5.14;-0.53;7.02;-0.0
655;0.54;5.14;-5.14;-0.53;7.02;-0.0
656;0.66;5.02;-5.14;-0.53;7.02;-0.0
657;0.54;5.14;-5.14;-0.53;7.02;-0.0
658;0.48;5.2;-5.14;-0.53;7.02;-0.0
659;0.54;5.14;-5.14;-0.53;7.02;-0.0
660;0.78;4.9;-5.14;-0.53;7.02;-0.0
661;1.19;4.48;-5.14;-0.53;7.02;-0.0
662;2.15;3.53;-5.14;-0.53;7.02;-0.0
663;4.71;0.96;-5.14;-0.53;7.02;-0.0
664;8.41;-0.0;-7.62;-0.79;5.58;-0.0
665;11.22;-0.0;-10.16;-1.06;4.1;-0.0
666;13.01;-0.0;-11.78;-1.23;3.16;-0.0
667;-0.0;-0.0;0.0;0.0;6.67;-13.43
668;-0.0;-0.0;0.0;0.0;6.67;-13.85
669;-0.0;-0.0;0.0;0.0;6.67;-14.14
670;-0.0;-0.0;0.0;0.0;6.67;-14.98
671;-0.0;-0.0;0.0;0.0;6.67;-15.1
672;14.14;-0.0;-12.81;-1.33;-0.76;-0.0
673;14.44;-0.0;-13.08;-1.36;-0.92;-0.0
674;16.89;-0.0;-15.3;-1.59;-2.21;-0.0
675;18.38;-0.0;-16.65;-1.73;-2.99;-0.0
676;20.11;-0.0;-18.22;-1.89;-3.9;-0.0
677;18.92;-0.0;-17.14;-1.78;0.06;-0.0
678;18.02;-0.0;-16.33;-1.7;0.53;-0.0
679;18.2;-0.0;-16.49;-1.71;0.44;-0.0
680;20.11;-0.0;-18.22;-1.89;-0.57;-0.0
681;22.32;-0.0;-20.22;-2.1;-1.73;-0.0
682;24.65;-0.0;-22.33;-2.32;-2.95;-0.0
683;25.54;-0.0;-23.14;-2.41;-3.42;-0.78
684;25.54;-0.0;-23.14;-2.41;-3.42;-2.57
685;25.54;-0.0;-23.14;-2.41;-3.42;-2.92
686;25.54;-0.0;-23.14;-2.41;-3.42;-4.36
687;25.54;-0.0;-23.14;-2.41;-3.42;-6.8
688;25.54;-0.0;-23.14;-2.41;-3.42;-8.41
689;25.54;-0.0;-23.14;-2.41;-3.42;-10.38
690;25.54;-0.0;-23.14;-2.41;-3.42;-12.17
691;25.54;-0.0;-23.14;-2.41;-6.75;-13.55
692;25.54;-0.0;-23.14;-2.41;-6.75;-15.16
693;25.54;-0.0;-23.14;-2.41;-6.75;-16.35
694;25.54;-0.0;-23.14;-2.41;-6.75;-17.55
695;25.54;-0.0;-23.14;-2.41;-6.75;-19.1
696;25.54;-0.0;-23.14;-2.41;-6.75;-20.89
697;25.54;-0.0;-23.14;-2.41;-6.75;-21.9
698;25.54;-0.0;-23.14;-2.41;-6.75;-21.72
699;25.54;-0.0;-23.14;-2.41;-6.75;-21.31
700;25.54;-0.0;-23.14;-2.41;-6.75;-20.23
701;25.54;-0.0;-23.14;-2.41;-3.42;-19.34
702;25.54;-0.0;-23.14;-2.41;-3.42;-22.08
703;25.54;-0.0;-23.14;-2.41;-3.42;-22.8
704;25.54;-0.0;-23.14;-2.41;-3.42;-22.32
705;25.54;-0.0;-23.14;-2.41;-3.42;-23.69
706;25.54;-0.0;-23.14;-2.41;-3.42;-26.14
707;25.54;-0.0;-23.14;-2.41;-3.42;-27.69
708;25.54;-0.0;-23.14;-2.41;-3.42;-28.47
709;25.54;-0.0;-23.14;-2.41;-3.42;-28.11
710;25.54;-0.0;-23.14;-2.41;-3.42;-26.86
711;25.54;-0.0;-23.14;-2.41;-3.42;-24.95
712;25.54;-0.0;-23.14;-2.41;-3.42;-23.1
713;25.54;-0.0;-23.14;-2.41;-3.42;-21.66
714;25.54;-0.0;-23.14;-2.41;-3.42;-19.93
715;25.54;-0.0;-23.14;-2.41;-6.75;-17.96
716;25.54;-0.0;-23.14;-2.41;-6.75;-16.53
717;25.54;-0.0;-23.14;-2.41;-6.75;-16.17
718;25.54;-0.0;-23.14;-2.41;-6.75;-15.04
719;25.54;-0.0;-23.14;-2.41;-6.75;-13.91
720;25.54;-0.0;-23.14;-2.41;-6.75;-10.32
721;25.54;-0.0;-23.14;-2.41;-6.75;-4.6
722;25.54;-0.0;-23.14;-2.41;-6.75;-2.03
723;25.48;-0.0;-23.08;-2.4;-6.72;-0.0
724;23.51;-0.0;-21.3;-2.21;-5.69;-0.0
725;23.04;-0.0;-20.87;-2.17;-2.1;-0.0
726;25.42;-0.0;-23.03;-2.39;-3.36;-0.0
727;25.54;-0.0;-23.14;-2.41;-3.42;-4.66
728;25.54;-0.0;-23.14;-2.41;-3.42;-7.64
729;25.54;-0.0;-23.14;-2.41;-3.42;-14.56
730;25.54;-0.0;-23.14;-2.41;-3.42;-20.77
731;25.54;-0.0;-23.14;-2.41;-3.42;-21.66
732;25.54;-0.0;-23.14;-2.41;-3.42;-21.25
733;25.54;-0.0;-23.14;-2.41;-3.42;-20.59
734;25.54;-0.0;-23.14;-2.41;-3.42;-20.41
735;25.54;-0.0;-23.14;-2.41;-3.42;-22.14
736;25.54;-0.0;-23.14;-2.41;-3.42;-23.39
737;25.54;-0.0;-23.14;-2.41;-3.42;-23.39
738;25.54;-0.0;-23.14;-2.41;-3.42;-21.78
739;25.54;-0.0;-23.14;-2.41;-6.75;-19.99
740;25.54;-0.0;-23.14;-2.41;-6.75;-19.75
741;25.54;-0.0;-23.14;-2.41;-6.75;-20.59
742;25.54;-0.0;-23.14;-2.41;-6.75;-20.83
743;25.54;-0.0;-23.14;-2.41;-6.75;-19.99
744;25.54;-0.0;-23.14;-2.41;-6.75;-18.44
745;25.54;-0.0;-23.14;-2.41;-6.75;-16.71
746;25.54;-0.0;-23.14;-2.41;-6.75;-17.67
747;25.54;-0.0;-23.14;-2.41;-6.75;-19.69
748;25.54;-0.0;-23.14;-2.41;-6.75;-22.98
749;25.54;-0.0;-23.14;-2.41;-3.42;-27.27
750;25.54;-0.0;-23.14;-2.41;-3.42;-28.11
751;25.54;-0.0;-23.14;-2.41;-3.42;-26.5
752;25.54;-0.0;-23.14;-2.41;-3.42;-24.41
753;25.54;-0.0;-23.14;-2.41;-3.42;-23.39
754;25.54;-0.0;-23.14;-2.41;-3.42;-23.39
755;25.54;-0.0;-23.14;-2.41;-3.42;-26.56
756;25.54;-0.0;-23.14;-2.41;-3.42;-28.05
757;25.54;-0.0;-23.14;-2.41;-3.42;-26.68
758;25.54;-0.0;-23.14;-2.41;-3.42;-25.3
759;25.54;-0.0;-23.14;-2.41;-3.42;-24.65
760;25.54;-0.0;-23.14;-2.41;-3.42;-23.51
761;25.54;-0.0;-23.14;-2.41;-3.42;-22.2
762;25.54;-0.0;-23.14;-2.41;-3.42;-20.77
763;25.54;-0.0;-23.14;-2.41;-6.75;-21.66
764;25.54;-0.0;-23.14;-2.41;-6.75;-22.68
765;25.54;-0.0;-23.14;-2.41;-6.75;-22.68
766;25.54;-0.0;-23.14;-2.41;-6.75;-22.92
767;25.54;-0.0;-23.14;-2.41;-6.75;-22.68
768;25.54;-0.0;-23.14;-2.41;-6.75;-20.11
769;25.54;-0.0;-23.14;-2.41;-6.75;-15.28
770;25.54;-0.0;-23.14;-2.41;-6.75;-10.32
771;25.54;-0.0;-23.14;-2.41;-6.75;-4.36
772;24.11;-0.0;-21.84;-2.27;-6.0;-0.0
773;22.44;-0.0;-20.33;-2.11;-1.79;-0.0
774;21.37;-0.0;-19.35;-2.01;-1.23;-0.0
775;19.63;-0.0;-17.79;-1.85;-0.32;-0.0
776;17.67;-0.0;-16.0;-1.66;0.72;-0.0
777;15.82;-0.0;-14.33;-1.49;1.69;-0.0
778;16.59;-0.0;-15.03;-1.56;1.28;-0.0
779;15.58;-0.0;-14.11;-1.47;1.82;-0.0
780;13.91;-0.0;-12.6;-1.31;2.69;-0.0
781;11.64;-0.0;-10.54;-1.1;3.89;-0.0
782;9.79;-0.0;-8.87;-0.92;4.86;-0.0
783;10.5;-0.0;-9.51;-0.99;4.48;-0.0
784;11.16;-0.0;-10.11;-1.05;4.14;-0.0
785;11.28;-0.0;-10.22;-1.06;4.07;-0.0
786;12.17;-0.0;-11.03;-1.15;3.6;-0.0
787;14.02;-0.0;-12.7;-1.32;-0.7;-0.0
788;17.07;-0.0;-15.46;-1.61;-2.3;-0.0
789;22.8;-0.0;-20.65;-2.15;-5.31;-0.0
790;25.54;-0.0;-23.14;-2.41;-6.75;-5.85
791;25.54;-0.0;-23.14;-2.41;-6.75;-9.43
792;25.54;-0.0;-23.14;-2.41;-6.75;-13.37
793;25.54;-0.0;-23.14;-2.41;-6.75;-16.41
794;25.54;-0.0;-23.14;-2.41;-6.75;-15.16
795;25.54;-0.0;-23.14;-2.41;-6.75;-17.72
796;25.54;-0.0;-23.14;-2.41;-6.75;-23.16
797;25.54;-0.0;-23.14;-2.41;-3.42;-25.3
798;25.54;-0.0;-23.14;-2.41;-3.42;-27.33
799;25.54;-0.0;-23.14;-2.41;-3.42;-28.83
800;25.54;-0.0;-23.14;-2.41;-3.42;-28.59
801;25.54;-0.0;-23.14;-2.41;-3.42;-27.45
802;25.54;-0.0;-23.14;-2.41;-3.42;-25.96
803;25.54;-0.0;-23.14;-2.41;-3.42;-25.54
804;25.54;-0.0;-23.14;-2.41;-3.42;-25.84
805;25.54;-0.0;-23.14;-2.41;-3.42;-26.14
806;25.54;-0.0;-23.14;-2.41;-3.42;-25.54
807;25.54;-0.0;-23.14;-2.41;-3.42;-24.59
808;25.54;-0.0;-23.14;-2.41;-3.42;-24.11
809;25.54;-0.0;-23.14;-2.41;-3.42;-23.93
810;25.54;-0.0;-23.14;-2.41;-3.42;-23.81
811;25.54;-0.0;-23.14;-2.41;-6.75;-23.39
812;25.54;-0.0;-23.14;-2.41;-6.75;-21.54
813;25.54;-0.0;-23.14;-2.41;-6.75;-18.56
814;25.54;-0.0;-23.14;-2.41;-6.75;-12.35
815;25.54;-0.0;-23.14;-2.41;-6.75;-3.16
816;21.9;-0.0;-19.84;-2.06;-4.84;-0.0
817;14.62;-0.0;-13.24;-1.38;-1.02;-0.0
818;9.91;-0.0;-8.97;-0.93;1.46;-0.0
819;7.16;-0.0;-6.49;-0.67;2.9;-0.0
820;5.91;-0.0;-5.35;-0.56;3.56;-0.0
821;5.73;-0.0;-5.19;-0.54;6.99;-0.0
822;6.21;-0.0;-5.62;-0.58;6.74;-0.0
823;6.74;-0.0;-6.11;-0.64;6.46;-0.0
824;4.95;0.72;-5.14;-0.53;7.02;-0.0
825;4.24;1.44;-5.14;-0.53;7.02;-0.0
826;2.75;2.93;-5.14;-0.53;7.02;-0.0
827;1.67;4.01;-5.14;-0.53;7.02;-0.0
828;1.07;4.6;-5.14;-0.53;7.02;-0.0
829;0.9;4.78;-5.14;-0.53;7.02;-0.0
830;1.43;4.24;-5.14;-0.53;7.02;-0.0
831;3.64;2.04;-5.14;-0.53;7.02;-0.0
832;6.8;-0.0;-6.16;-0.64;6.42;-0.0
833;9.19;-0.0;-8.32;-0.87;5.17;-0.0
834;11.16;-0.0;-10.11;-1.05;4.14;-0.0
835;-0.0;-0.0;0.0;0.0;6.67;-13.55
836;-0.0;-0.0;0.0;0.0;6.67;-16.23
837;-0.0;-0.0;0.0;0.0;6.67;-17.9
838;-0.0;-0.0;0.0;0.0;6.67;-18.62
839;-0.0;-0.0;0.0;0.0;6.67;-19.63
840;20.71;-0.0;-18.76;-1.95;-4.21;-0.0
841;20.89;-0.0;-18.92;-1.97;-4.31;-0.0
842;19.4;-0.0;-17.57;-1.83;-3.52;-0.0
843;16.71;-0.0;-15.14;-1.57;-2.11;-0.0
844;14.62;-0.0;-13.24;-1.38;-1.02;-0.0
845;12.11;-0.0;-10.97;-1.14;3.63;-0.0
846;9.19;-0.0;-8.32;-0.87;5.17;-0.0
847;6.8;-0.0;-6.16;-0.64;6.42;-0.0
848;4.06;1.62;-5.14;-0.53;7.02;-0.0
849;1.97;3.71;-5.14;-0.53;7.02;-0.0
850;1.43;4.24;-5.14;-0.53;7.02;-0.0
851;1.73;3.95;-5.14;-0.53;7.02;-0.0
852;3.16;2.51;-5.14;-0.53;7.02;-0.0
853;4.54;1.14;-5.14;-0.53;7.02;-0.0
854;4.42;1.26;-5.14;-0.53;7.02;-0.0
855;3.34;2.33;-5.14;-0.53;7.02;-0.0
856;3.82;1.86;-5.14;-0.53;7.02;-0.0
857;5.67;0.01;-5.14;-0.53;7.02;-0.0
858;7.1;-0.0;-6.43;-0.67;6.27;-0.0
859;7.16;-0.0;-6.49;-0.67;2.9;-0.0
860;6.98;-0.0;-6.32;-0.66;3.0;-0.0
861;7.28;-0.0;-6.6;-0.69;2.84;-0.0
862;7.64;-0.0;-6.92;-0.72;2.65;-0.0
863;6.33;-0.0;-5.73;-0.6;3.34;-0.0
864;5.43;0.25;-5.14;-0.53;3.68;-0.0
865;5.07;0.6;-5.14;-0.53;3.68;-0.0
866;4.48;1.2;-5.14;-0.53;3.68;-0.0
867;4.06;1.62;-5.14;-0.53;3.68;-0.0
868;3.64;2.04;-5.14;-0.53;3.68;-0.0
869;4.06;1.62;-5.14;-0.53;7.02;-0.0
870;4.77;0.9;-5.14;-0.53;7.02;-0.0
871;4.65;1.02;-5.14;-0.53;7.02;-0.0
872;3.7;1.98;-5.14;-0.53;7.02;-0.0
873;2.8;2.87;-5.14;-0.53;7.02;-0.0
874;2.51;3.17;-5.14;-0.53;7.02;-0.0
875;2.09;3.59;-5.14;-0.53;7.02;-0.0
876;2.57;3.11;-5.14;-0.53;7.02;-0.0
877;3.46;2.21;-5.14;-0.53;7.02;-0.0
878;3.64;2.04;-5.14;-0.53;7.02;-0.0
879;3.7;1.98;-5.14;-0.53;7.02;-0.0
880;4.77;0.9;-5.14;-0.53;7.02;-0.0
881;7.04;-0.0;-6.38;-0.66;6.3;-0.0
882;10.5;-0.0;-9.51;-0.99;4.48;-0.0
883;13.31;-0.0;-12.05;-1.25;-0.33;-0.0
884;14.2;-0.0;-12.87;-1.34;-0.8;-0.0
885;12.59;-0.0;-11.41;-1.19;0.05;-0.0
886;10.62;-0.0;-9.62;-1.0;1.09;-0.0
887;9.91;-0.0;-8.97;-0.93;1.46;-0.0
888;9.43;-0.0;-8.54;-0.89;1.71;-0.0
889;8.65;-0.0;-7.84;-0.82;2.12;-0.0
890;8.06;-0.0;-7.3;-0.76;2.43;-0.0
891;7.22;-0.0;-6.54;-0.68;2.87;-0.0
892;6.15;-0.0;-5.57;-0.58;3.44;-0.0
893;5.85;-0.0;-5.3;-0.55;6.93;-0.0
894;6.03;-0.0;-5.46;-0.57;6.83;-0.0
895;5.19;0.48;-5.14;-0.53;7.02;-0.0
896;3.52;2.16;-5.14;-0.53;7.02;-0.0
897;2.98;2.69;-5.14;-0.53;7.02;-0.0
898;2.63;3.05;-5.14;-0.53;7.02;-0.0
899;2.39;3.29;-5.14;-0.53;7.02;-0.0
900;1.85;3.83;-5.14;-0.53;7.02;-0.0
901;1.49;4.18;-5.14;-0.53;7.02;-0.0
902;1.43;4.24;-5.14;-0.53;7.02;-0.0
903;2.09;3.59;-5.14;-0.53;7.02;-0.0
904;3.4;2.27;-5.14;-0.53;7.02;-0.0
905;4.95;0.72;-5.14;-0.53;7.02;-0.0
906;6.62;-0.0;-6.0;-0.62;6.52;-0.0
907;8.18;-0.0;-7.41;-0.77;2.37;-0.0
908;9.37;-0.0;-8.49;-0.88;1.74;-0.0
909;10.32;-0.0;-9.35;-0.97;1.24;-0.0
910;10.68;-0.0;-9.68;-1.01;1.05;-0.0
911;10.32;-0.0;-9.35;-0.97;1.24;-0.0
912;9.73;-0.0;-8.81;-0.92;1.56;-0.0
913;9.19;-0.0;-8.32;-0.87;1.84;-0.0
914;8.77;-0.0;-7.95;-0.83;2.06;-0.0
915;8.47;-0.0;-7.68;-0.8;2.21;-0.0
916;8.0;-0.0;-7.24;-0.75;2.46;-0.0
